0	8355	
1	8341	
2	8339	
3	8339	
4	8343	
5	8342	
6	8343	
7	8346	
8	8346	
9	8348	
10	8351	
11	8350	
12	8351	
13	8352	
14	8353	
15	8353	
16	8352	
17	8355	
18	8357	
19	8356	
20	8359	
21	8357	
22	8358	
23	8357	
24	8361	
25	8361	
26	8359	
27	8364	
28	8362	
29	8361	
30	8363	
31	8363	
32	8362	
33	8363	
34	8363	
35	8366	
36	8366	
37	8365	
38	8367	
39	8366	
40	8364	
41	8363	
42	8364	
43	8366	
44	8369	
45	8366	
46	8368	
47	8369	
48	8368	
49	8367	
50	8367	
51	8370	
52	8369	
53	8368	
54	8369	
55	8368	
56	8370	
57	8369	
58	8369	
59	8368	
60	8368	
61	8366	
62	8365	
63	8367	
64	8368	
65	8369	
66	8368	
67	8370	
68	8372	
69	8370	
70	8370	
71	8368	
72	8371	
73	8372	
74	8371	
75	8368	
76	8370	
77	8371	
78	8371	
79	8372	
80	8368	
81	8367	
82	8369	
83	8370	
84	8370	
85	8370	
86	8371	
87	8372	
88	8370	
89	8370	
90	8372	
91	8369	
92	8372	
93	8371	
94	8372	
95	8370	
96	8367	
97	8372	
98	8372	
99	8371	
100	8369	
101	8371	
102	8364	
103	8357	
104	8361	
105	8362	
106	8360	
107	8361	
108	8360	
109	8363	
110	8362	
111	8362	
112	8363	
113	8365	
114	8368	
115	8364	
116	8363	
117	8363	
118	8364	
119	8367	
120	8364	
121	8366	
122	8363	
123	8364	
124	8363	
125	8363	
126	8366	
127	8365	
128	8366	
129	8364	
130	8360	
131	8358	
132	8358	
133	8361	
134	8357	
135	8360	
136	8360	
137	8362	
138	8361	
139	8361	
140	8360	
141	8360	
142	8360	
143	8362	
144	8362	
145	8360	
146	8362	
147	8363	
148	8365	
149	8366	
150	8365	
151	8366	
152	8366	
153	8362	
154	8365	
155	8366	
156	8366	
157	8367	
158	8368	
159	8368	
160	8369	
161	8369	
162	8367	
163	8368	
164	8364	
165	8369	
166	8369	
167	8369	
168	8367	
169	8368	
170	8369	
171	8367	
172	8369	
173	8368	
174	8370	
175	8371	
176	8371	
177	8367	
178	8368	
179	8369	
180	8368	
181	8368	
182	8361	
183	8358	
184	8358	
185	8357	
186	8358	
187	8359	
188	8363	
189	8362	
190	8360	
191	8362	
192	8363	
193	8367	
194	8366	
195	8367	
196	8366	
197	8366	
198	8366	
199	8364	
200	8367	
201	8365	
202	8365	
203	8365	
204	8364	
205	8365	
206	8366	
207	8364	
208	8366	
209	8367	
210	8367	
211	8365	
212	8369	
213	8370	
214	8366	
215	8365	
216	8366	
217	8370	
218	8370	
219	8369	
220	8368	
221	8366	
222	8369	
223	8368	
224	8369	
225	8366	
226	8366	
227	8367	
228	8370	
229	8369	
230	8368	
231	8368	
232	8369	
233	8369	
234	8370	
235	8369	
236	8371	
237	8369	
238	8371	
239	8370	
240	8370	
241	8371	
242	8371	
243	8370	
244	8369	
245	8369	
246	8370	
247	8368	
248	8370	
249	8368	
250	8370	
251	8368	
252	8370	
253	8370	
254	8372	
255	8371	
256	8371	
257	8371	
258	8368	
259	8370	
260	8367	
261	8368	
262	8371	
263	8371	
264	8373	
265	8371	
266	8371	
267	8368	
268	8371	
269	8372	
270	8370	
271	8372	
272	8372	
273	8370	
274	8370	
275	8368	
276	8370	
277	8372	
278	8372	
279	8369	
280	8371	
281	8370	
282	8369	
283	8371	
284	8372	
285	8371	
286	8373	
287	8370	
288	8374	
289	8373	
290	8370	
291	8372	
292	8370	
293	8371	
294	8372	
295	8371	
296	8369	
297	8374	
298	8373	
299	8371	
300	8371	
301	8369	
302	8372	
303	8371	
304	8370	
305	8370	
306	8370	
307	8370	
308	8369	
309	8371	
310	8370	
311	8368	
312	8371	
313	8370	
314	8371	
315	8372	
316	8372	
317	8371	
318	8370	
319	8371	
320	8372	
321	8371	
322	8371	
323	8368	
324	8369	
325	8372	
326	8369	
327	8366	
328	8370	
329	8368	
330	8372	
331	8368	
332	8361	
333	8358	
334	8362	
335	8362	
336	8362	
337	8364	
338	8363	
339	8362	
340	8361	
341	8366	
342	8364	
343	8364	
344	8364	
345	8365	
346	8367	
347	8361	
348	8363	
349	8363	
350	8364	
351	8368	
352	8365	
353	8365	
354	8366	
355	8370	
356	8368	
357	8367	
358	8368	
359	8372	
360	8369	
361	8367	
362	8366	
363	8368	
364	8370	
365	8370	
366	8369	
367	8368	
368	8368	
369	8368	
370	8370	
371	8370	
372	8368	
373	8367	
374	8369	
375	8369	
376	8368	
377	8368	
378	8371	
379	8372	
380	8370	
381	8369	
382	8370	
383	8370	
384	8369	
385	8370	
386	8368	
387	8370	
388	8369	
389	8369	
390	8369	
391	8369	
392	8369	
393	8371	
394	8371	
395	8371	
396	8369	
397	8373	
398	8372	
399	8370	
